step,time,id,x,y,vx,vy
9020,45.1,0,-0.889678,-0.456591,0.322853,-0.629089
9020,45.1,1,0.889678,0.456591,-0.322853,0.629089
9040,45.2,0,-0.855196,-0.518307,0.366492,-0.604707
9040,45.2,1,0.855196,0.518307,-0.366492,0.604707
9060,45.3,0,-0.81644,-0.577432,0.408299,-0.577303
9060,45.3,1,0.81644,0.577432,-0.408299,0.577303
9080,45.4,0,-0.773604,-0.633671,0.448065,-0.547013
9080,45.4,1,0.773604,0.633671,-0.448065,0.547013
9100,45.5,0,-0.726902,-0.686744,0.485593,-0.51399
9100,45.5,1,0.726902,0.686744,-0.485593,0.51399
9120,45.6,0,-0.676566,-0.736384,0.520693,-0.478398
9120,45.6,1,0.676566,0.736384,-0.520693,0.478398
9140,45.7,0,-0.62285,-0.782344,0.553191,-0.440415
9140,45.7,1,0.62285,0.782344,-0.553191,0.440415
9160,45.8,0,-0.56602,-0.824394,0.582924,-0.400231
9160,45.8,1,0.56602,0.824394,-0.582924,0.400231
9180,45.9,0,-0.506362,-0.862324,0.609744,-0.358047
9180,45.9,1,0.506362,0.862324,-0.609744,0.358047
9200,46,0,-0.444173,-0.895944,0.633517,-0.314073
9200,46,1,0.444173,0.895944,-0.633517,0.314073
9220,46.1,0,-0.379764,-0.925086,0.654123,-0.26853
9220,46.1,1,0.379764,0.925086,-0.654123,0.26853
9240,46.2,0,-0.313457,-0.949605,0.67146,-0.221645
9240,46.2,1,0.313457,0.949605,-0.67146,0.221645
9260,46.3,0,-0.245583,-0.969378,0.685441,-0.173652
9260,46.3,1,0.245583,0.969378,-0.685441,0.173652
9280,46.4,0,-0.176482,-0.984307,0.695997,-0.124791
9280,46.4,1,0.176482,0.984307,-0.695997,0.124791
9300,46.5,0,-0.106499,-0.994316,0.703074,-0.075306
9300,46.5,1,0.106499,0.994316,-0.703074,0.075306
9320,46.6,0,-0.0359843,-0.999355,0.706638,-0.0254451
9320,46.6,1,0.0359843,0.999355,-0.706638,0.0254451
9340,46.7,0,0.0347107,-0.9994,0.70667,0.0245431
9340,46.7,1,-0.0347107,0.9994,-0.70667,-0.0245431
9360,46.8,0,0.105232,-0.994451,0.70317,0.0744085
9360,46.8,1,-0.105232,0.994451,-0.70317,-0.0744085
9380,46.9,0,0.175228,-0.984531,0.696156,0.123902
9380,46.9,1,-0.175228,0.984531,-0.696156,-0.123902
9400,47,0,0.244348,-0.969691,0.685662,0.172776
9400,47,1,-0.244348,0.969691,-0.685662,-0.172776
9420,47.1,0,0.312246,-0.950004,0.671742,0.220787
9420,47.1,1,-0.312246,0.950004,-0.671742,-0.220787
9440,47.2,0,0.378584,-0.92557,0.654465,0.267695
9440,47.2,1,-0.378584,0.92557,-0.654465,-0.267695
9460,47.3,0,0.44303,-0.89651,0.633916,0.313264
9460,47.3,1,-0.44303,0.89651,-0.633916,-0.313264
9480,47.4,0,0.505262,-0.862969,0.6102,0.357268
9480,47.4,1,-0.505262,0.862969,-0.6102,-0.357268
9500,47.5,0,0.564969,-0.825116,0.583434,0.399486
9500,47.5,1,-0.564969,0.825116,-0.583434,-0.399486
9520,47.6,0,0.621852,-0.783138,0.553752,0.439708
9520,47.6,1,-0.621852,0.783138,-0.553752,-0.439708
9540,47.7,0,0.675627,-0.737247,0.521302,0.477733
9540,47.7,1,-0.675627,0.737247,-0.521302,-0.477733
9560,47.8,0,0.726026,-0.687671,0.486248,0.513369
9560,47.8,1,-0.726026,0.687671,-0.486248,-0.513369
9580,47.9,0,0.772796,-0.634659,0.448763,0.54644
9580,47.9,1,-0.772796,0.634659,-0.448763,-0.54644
9600,48,0,0.815704,-0.578474,0.409035,0.57678
9600,48,1,-0.815704,0.578474,-0.409035,-0.57678
9620,48.1,0,0.854535,-0.519398,0.367263,0.604238
9620,48.1,1,-0.854535,0.519398,-0.367263,-0.604238
9640,48.2,0,0.889095,-0.457727,0.323655,0.628675
9640,48.2,1,-0.889095,0.457727,-0.323655,-0.628675
9660,48.3,0,0.919212,-0.393768,0.27843,0.649971
9660,48.3,1,-0.919212,0.393768,-0.27843,-0.649971
9680,48.4,0,0.944735,-0.327841,0.231813,0.668018
9680,48.4,1,-0.944735,0.327841,-0.231813,-0.668018
9700,48.5,0,0.965536,-0.260275,0.184038,0.682727
9700,48.5,1,-0.965536,0.260275,-0.184038,-0.682727
9720,48.6,0,0.981512,-0.191409,0.135343,0.694023
9720,48.6,1,-0.981512,0.191409,-0.135343,-0.694023
9740,48.7,0,0.992582,-0.121586,0.0859714,0.701851
9740,48.7,1,-0.992582,0.121586,-0.0859714,-0.701851
9760,48.8,0,0.998692,-0.0511555,0.0361703,0.706171
9760,48.8,1,-0.998692,0.0511555,-0.0361703,-0.706171
9780,48.9,0,0.99981,0.0195308,-0.0138117,0.706962
9780,48.9,1,-0.99981,-0.0195308,0.0138117,-0.706962
9800,49,0,0.995932,0.0901195,-0.0637246,0.70422
9800,49,1,-0.995932,-0.0901195,0.0637246,-0.70422
9820,49.1,0,0.987076,0.160258,-0.113319,0.697958
9820,49.1,1,-0.987076,-0.160258,0.113319,-0.697958
9840,49.2,0,0.973287,0.229595,-0.162347,0.688208
9840,49.2,1,-0.973287,-0.229595,0.162347,-0.688208
9860,49.3,0,0.954634,0.297785,-0.210564,0.675018
9860,49.3,1,-0.954634,-0.297785,0.210564,-0.675018
9880,49.4,0,0.931209,0.364487,-0.257728,0.658455
9880,49.4,1,-0.931209,-0.364487,0.257728,-0.658455
9900,49.5,0,0.903131,0.429366,-0.303605,0.638601
9900,49.5,1,-0.903131,-0.429366,0.303605,-0.638601
9920,49.6,0,0.870539,0.492101,-0.347964,0.615555
9920,49.6,1,-0.870539,-0.492101,0.347964,-0.615555
9940,49.7,0,0.833596,0.552375,-0.390584,0.589433
9940,49.7,1,-0.833596,-0.552375,0.390584,-0.589433
9960,49.8,0,0.792487,0.609889,-0.431252,0.560365
9960,49.8,1,-0.792487,-0.609889,0.431252,-0.560365
9980,49.9,0,0.747417,0.664355,-0.469764,0.528497
9980,49.9,1,-0.747417,-0.664355,0.469764,-0.528497
10000,50,0,0.698612,0.715501,-0.505929,0.493987
10000,50,1,-0.698612,-0.715501,0.505929,-0.493987
10020,50.1,0,0.646315,0.76307,-0.539566,0.457008
10020,50.1,1,-0.646315,-0.76307,0.539566,-0.457008
10040,50.2,0,0.590789,0.806826,-0.570505,0.417745
10040,50.2,1,-0.590789,-0.806826,0.570505,-0.417745
10060,50.3,0,0.532309,0.84655,-0.598594,0.376395
10060,50.3,1,-0.532309,-0.84655,0.598594,-0.376395
10080,50.4,0,0.471169,0.882043,-0.623691,0.333163
10080,50.4,1,-0.471169,-0.882043,0.623691,-0.333163
10100,50.5,0,0.407675,0.913127,-0.64567,0.288266
10100,50.5,1,-0.407675,-0.913127,0.64567,-0.288266
10120,50.6,0,0.342143,0.939648,-0.664423,0.241929
10120,50.6,1,-0.342143,-0.939648,0.664423,-0.241929
10140,50.7,0,0.274901,0.961473,-0.679855,0.194382
10140,50.7,1,-0.274901,-0.961473,0.679855,-0.194382
10160,50.8,0,0.206285,0.978492,-0.691889,0.145864
10160,50.8,1,-0.206285,-0.978492,0.691889,-0.145864
10180,50.9,0,0.136638,0.990621,-0.700466,0.0966171
10180,50.9,1,-0.136638,-0.990621,0.700466,-0.0966171
10200,51,0,0.0663079,0.9978,-0.705541,0.0468872
10200,51,1,-0.0663079,-0.9978,0.705541,-0.0468872
10220,51.1,0,-0.00435334,0.999991,-0.707091,-0.00307708
10220,51.1,1,0.00435334,-0.999991,0.707091,0.00307708
10240,51.2,0,-0.0749928,0.997185,-0.705106,-0.0530259
10240,51.2,1,0.0749928,-0.997185,0.705106,0.0530259
10260,51.3,0,-0.145257,0.989395,-0.699598,-0.10271
10260,51.3,1,0.145257,-0.989395,0.699598,0.10271
10280,51.4,0,-0.214796,0.97666,-0.690593,-0.15188
10280,51.4,1,0.214796,-0.97666,0.690593,0.15188
10300,51.5,0,-0.283261,0.959044,-0.678137,-0.200292
10300,51.5,1,0.283261,-0.959044,0.678137,0.200292
10320,51.6,0,-0.350311,0.936635,-0.662291,-0.247702
10320,51.6,1,0.350311,-0.936635,0.662291,0.247702
10340,51.7,0,-0.41561,0.909545,-0.643136,-0.293874
10340,51.7,1,0.41561,-0.909545,0.643136,0.293874
10360,51.8,0,-0.478831,0.877909,-0.620766,-0.338578
10360,51.8,1,0.478831,-0.877909,0.620766,0.338578
10380,51.9,0,-0.53966,0.841885,-0.595294,-0.38159
10380,51.9,1,0.53966,-0.841885,0.595294,0.38159
10400,52,0,-0.597791,0.801654,-0.566847,-0.422694
10400,52,1,0.597791,-0.801654,0.566847,0.422694
10420,52.1,0,-0.652935,0.757417,-0.535567,-0.461686
10420,52.1,1,0.652935,-0.757417,0.535567,0.461686
10440,52.2,0,-0.704815,0.709394,-0.50161,-0.49837
10440,52.2,1,0.704815,-0.709394,0.50161,0.49837
10460,52.3,0,-0.753173,0.657825,-0.465146,-0.532564
10460,52.3,1,0.753173,-0.657825,0.465146,0.532564
10480,52.4,0,-0.797767,0.60297,-0.426358,-0.564096
10480,52.4,1,0.797767,-0.60297,0.426358,0.564096
10500,52.5,0,-0.838374,0.5451,-0.385438,-0.592809
10500,52.5,1,0.838374,-0.5451,0.385438,0.592809
10520,52.6,0,-0.874791,0.484506,-0.342593,-0.618559
10520,52.6,1,0.874791,-0.484506,0.342593,0.618559
10540,52.7,0,-0.906836,0.421491,-0.298035,-0.641218
10540,52.7,1,0.906836,-0.421491,0.298035,0.641218
10560,52.8,0,-0.934348,0.356369,-0.251987,-0.660672
10560,52.8,1,0.934348,-0.356369,0.251987,0.660672
10580,52.9,0,-0.957191,0.289467,-0.204681,-0.676824
10580,52.9,1,0.957191,-0.289467,0.204681,0.676824
10600,53,0,-0.97525,0.221117,-0.156351,-0.689593
10600,53,1,0.97525,-0.221117,0.156351,0.689593
10620,53.1,0,-0.988435,0.151662,-0.10724,-0.698916
10620,53.1,1,0.988435,-0.151662,0.10724,0.698916
10640,53.2,0,-0.996681,0.08145,-0.0575931,-0.704746
10640,53.2,1,0.996681,-0.08145,0.0575931,0.704746
10660,53.3,0,-0.999944,0.0108303,-0.00765824,-0.707054
10660,53.3,1,0.999944,-0.0108303,0.00765824,0.707054
10680,53.4,0,-0.998211,-0.0598434,0.0423149,-0.705828
10680,53.4,1,0.998211,0.0598434,-0.0423149,0.705828
10700,53.5,0,-0.991489,-0.130218,0.0920765,-0.701075
10700,53.5,1,0.991489,0.130218,-0.0920765,0.701075
10720,53.6,0,-0.979811,-0.199942,0.141378,-0.692818
10720,53.6,1,0.979811,0.199942,-0.141378,0.692818
10740,53.7,0,-0.963236,-0.268666,0.189973,-0.681098
10740,53.7,1,0.963236,0.268666,-0.189973,0.681098
10760,53.8,0,-0.941848,-0.336048,0.237618,-0.665975
10760,53.8,1,0.941848,0.336048,-0.237618,0.665975
10780,53.9,0,-0.915752,-0.401751,0.284076,-0.647522
10780,53.9,1,0.915752,0.401751,-0.284076,0.647522
10800,54,0,-0.88508,-0.465445,0.329114,-0.625834
10800,54,1,0.88508,0.465445,-0.329114,0.625834
10820,54.1,0,-0.849984,-0.526814,0.372508,-0.601018
10820,54.1,1,0.849984,0.526814,-0.372508,0.601018
10840,54.2,0,-0.81064,-0.585549,0.414039,-0.573198
10840,54.2,1,0.81064,0.585549,-0.414039,0.573198
10860,54.3,0,-0.767245,-0.641358,0.453502,-0.542514
10860,54.3,1,0.767245,0.641358,-0.453502,0.542514
10880,54.4,0,-0.720015,-0.693962,0.490697,-0.509118
10880,54.4,1,0.720015,0.693962,-0.490697,0.509118
10900,54.5,0,-0.669187,-0.743097,0.525441,-0.473178
10900,54.5,1,0.669187,0.743097,-0.525441,0.473178
10920,54.6,0,-0.615015,-0.788518,0.557558,-0.434873
10920,54.6,1,0.615015,0.788518,-0.557558,0.434873
10940,54.7,0,-0.557768,-0.829999,0.586889,-0.394394
10940,54.7,1,0.557768,0.829999,-0.586889,0.394394
10960,54.8,0,-0.497734,-0.867332,0.613287,-0.351944
10960,54.8,1,0.497734,0.867332,-0.613287,0.351944
10980,54.9,0,-0.435213,-0.90033,0.63662,-0.307736
10980,54.9,1,0.435213,0.90033,-0.63662,0.307736
11000,55,0,-0.370516,-0.928828,0.656771,-0.261989
11000,55,1,0.370516,0.928828,-0.656771,0.261989
11020,55.1,0,-0.303968,-0.952684,0.673639,-0.214933
11020,55.1,1,0.303968,0.952684,-0.673639,0.214933
11040,55.2,0,-0.2359,-0.971779,0.687141,-0.166803
11040,55.2,1,0.2359,0.971779,-0.687141,0.166803
11060,55.3,0,-0.166654,-0.986017,0.697209,-0.117839
11060,55.3,1,0.166654,0.986017,-0.697209,0.117839
11080,55.4,0,-0.0965743,-0.995327,0.703792,-0.068286
11080,55.4,1,0.0965743,0.995327,-0.703792,0.068286
11100,55.5,0,-0.0260122,-0.999662,0.706858,-0.0183918
11100,55.5,1,0.0260122,0.999662,-0.706858,0.0183918
11120,55.6,0,0.0446798,-0.999002,0.706391,0.0315943
11120,55.6,1,-0.0446798,0.999002,-0.706391,-0.0315943
11140,55.7,0,0.115149,-0.993349,0.702394,0.0814224
11140,55.7,1,-0.115149,0.993349,-0.702394,-0.0814224
11160,55.8,0,0.185042,-0.982731,0.694886,0.130844
11160,55.8,1,-0.185042,0.982731,-0.694886,-0.130844
11180,55.9,0,0.25401,-0.967202,0.683906,0.179611
11180,55.9,1,-0.25401,0.967202,-0.683906,-0.179611
11200,56,0,0.321709,-0.946839,0.669507,0.227481
11200,56,1,-0.321709,0.946839,-0.669507,-0.227481
11220,56.1,0,0.387801,-0.921743,0.651762,0.274214
11220,56.1,1,-0.387801,0.921743,-0.651762,-0.274214
11240,56.2,0,0.451954,-0.892042,0.63076,0.319576
11240,56.2,1,-0.451954,0.892042,-0.63076,-0.319576
11260,56.3,0,0.513848,-0.857881,0.606606,0.363341
11260,56.3,1,-0.513848,0.857881,-0.606606,-0.363341
11280,56.4,0,0.573174,-0.819434,0.57942,0.40529
11280,56.4,1,-0.573174,0.819434,-0.57942,-0.40529
11300,56.5,0,0.629635,-0.776891,0.549338,0.445214
11300,56.5,1,-0.629635,0.776891,-0.549338,-0.445214
11320,56.6,0,0.68295,-0.730465,0.51651,0.482913
11320,56.6,1,-0.68295,0.730465,-0.51651,-0.482913
11340,56.7,0,0.732852,-0.680388,0.481101,0.518198
11340,56.7,1,-0.732852,0.680388,-0.481101,-0.518198
11360,56.8,0,0.77909,-0.626912,0.443288,0.550893
11360,56.8,1,-0.77909,0.626912,-0.443288,-0.550893
11380,56.9,0,0.821436,-0.570301,0.403259,0.580835
11380,56.9,1,-0.821436,0.570301,-0.403259,-0.580835
11400,57,0,0.859675,-0.510841,0.361215,0.607874
11400,57,1,-0.859675,0.510841,-0.361215,-0.607874
11420,57.1,0,0.893619,-0.448828,0.317366,0.631875
11420,57.1,1,-0.893619,0.448828,-0.317366,-0.631875
11440,57.2,0,0.923096,-0.384571,0.27193,0.652718
11440,57.2,1,-0.923096,0.384571,-0.27193,-0.652718
11460,57.3,0,0.947959,-0.318392,0.225135,0.670299
11460,57.3,1,-0.947959,0.318392,-0.225135,-0.670299
11480,57.4,0,0.968085,-0.250623,0.177216,0.68453
11480,57.4,1,-0.968085,0.250623,-0.177216,-0.68453
11500,57.5,0,0.983373,-0.1816,0.12841,0.69534
11500,57.5,1,-0.983373,0.1816,-0.12841,-0.69534
11520,57.6,0,0.993746,-0.11167,0.078963,0.702675
11520,57.6,1,-0.993746,0.11167,-0.078963,-0.702675
11540,57.7,0,0.999153,-0.0411821,0.0291211,0.706497
11540,57.7,1,-0.999153,0.0411821,-0.0291211,-0.706497
11560,57.8,0,0.999566,0.0295119,-0.0208662,0.706789
11560,57.8,1,-0.999566,-0.0295119,0.0208662,-0.706789
11580,57.9,0,0.994983,0.100058,-0.0707493,0.703549
11580,57.9,1,-0.994983,-0.100058,0.0707493,-0.703549
11600,58,0,0.985427,0.170105,-0.120279,0.696792
11600,58,1,-0.985427,-0.170105,0.120279,-0.696792
11620,58.1,0,0.970947,0.239301,-0.169207,0.686553
11620,58.1,1,-0.970947,-0.239301,0.169207,-0.686553
11640,58.2,0,0.951614,0.307301,-0.21729,0.672883
11640,58.2,1,-0.951614,-0.307301,0.21729,-0.672883
11660,58.3,0,0.927525,0.373766,-0.264286,0.655849
11660,58.3,1,-0.927525,-0.373766,0.264286,-0.655849
11680,58.4,0,0.898801,0.438362,-0.309962,0.635538
11680,58.4,1,-0.898801,-0.438362,0.309962,-0.635538
11700,58.5,0,0.865584,0.500768,-0.354089,0.612051
11700,58.5,1,-0.865584,-0.500768,0.354089,-0.612051
11720,58.6,0,0.828042,0.56067,-0.396446,0.585505
11720,58.6,1,-0.828042,-0.56067,0.396446,-0.585505
11740,58.7,0,0.786361,0.617771,-0.436822,0.556032
11740,58.7,1,-0.786361,-0.617771,0.436822,-0.556032
11760,58.8,0,0.74075,0.671785,-0.475014,0.523781
11760,58.8,1,-0.74075,-0.671785,0.475014,-0.523781
11780,58.9,0,0.691437,0.72244,-0.510833,0.488912
11780,58.9,1,-0.691437,-0.72244,0.510833,-0.488912
11800,59,0,0.638668,0.769486,-0.544098,0.451599
11800,59,1,-0.638668,-0.769486,0.544098,-0.451599
11820,59.1,0,0.582708,0.812685,-0.574644,0.41203
11820,59.1,1,-0.582708,-0.812685,0.574644,-0.41203
11840,59.2,0,0.523835,0.851823,-0.602318,0.370401
11840,59.2,1,-0.523835,-0.851823,0.602318,-0.370401
11860,59.3,0,0.462344,0.886704,-0.626982,0.326921
11860,59.3,1,-0.462344,-0.886704,0.626982,-0.326921
11880,59.4,0,0.398543,0.917153,-0.648513,0.281807
11880,59.4,1,-0.398543,-0.917153,0.648513,-0.281807
11900,59.5,0,0.33275,0.943019,-0.666802,0.235285
11900,59.5,1,-0.33275,-0.943019,0.666802,-0.235285
11920,59.6,0,0.265293,0.964171,-0.681759,0.187587
11920,59.6,1,-0.265293,-0.964171,0.681759,-0.187587
11940,59.7,0,0.196511,0.980505,-0.693309,0.138952
11940,59.7,1,-0.196511,-0.980505,0.693309,-0.138952
11960,59.8,0,0.126747,0.991938,-0.701393,0.0896216
11960,59.8,1,-0.126747,-0.991938,0.701393,-0.0896216
11980,59.9,0,0.056349,0.998414,-0.705972,0.0398437
11980,59.9,1,-0.056349,-0.998414,0.705972,-0.0398437
12000,60,0,-0.0143304,0.9999,-0.707023,-0.0101334
12000,60,1,0.0143304,-0.9999,0.707023,0.0101334
12020,60.1,0,-0.0849382,0.996389,-0.704541,-0.0600599
12020,60.1,1,0.0849382,-0.996389,0.704541,0.0600599
12040,60.2,0,-0.155121,0.987898,-0.698537,-0.109686
12040,60.2,1,0.155121,-0.987898,0.698537,0.109686
12060,60.3,0,-0.224529,0.97447,-0.689042,-0.158764
12060,60.3,1,0.224529,-0.97447,0.689042,0.158764
12080,60.4,0,-0.292815,0.956172,-0.676103,-0.207049
12080,60.4,1,0.292815,-0.956172,0.676103,0.207049
12100,60.5,0,-0.359638,0.933095,-0.659786,-0.254299
12100,60.5,1,0.359638,-0.933095,0.659786,0.254299
12120,60.6,0,-0.424663,0.905354,-0.64017,-0.300278
12120,60.6,1,0.424663,-0.905354,0.64017,0.300278
12140,60.7,0,-0.487565,0.873089,-0.617356,-0.344756
12140,60.7,1,0.487565,-0.873089,0.617356,0.344756
12160,60.8,0,-0.548031,0.836461,-0.591456,-0.387511
12160,60.8,1,0.548031,-0.836461,0.591456,0.387511
12180,60.9,0,-0.605758,0.795651,-0.5626,-0.42833
12180,60.9,1,0.605758,-0.795651,0.5626,0.42833
12200,61,0,-0.660458,0.750866,-0.530933,-0.467008
12200,61,1,0.660458,-0.750866,0.530933,0.467008
12220,61.1,0,-0.711857,0.702327,-0.496611,-0.503352
12220,61.1,1,0.711857,-0.702327,0.496611,0.503352
12240,61.2,0,-0.759698,0.650279,-0.459808,-0.53718
12240,61.2,1,0.759698,-0.650279,0.459808,0.53718
12260,61.3,0,-0.803742,0.594981,-0.420707,-0.568323
12260,61.3,1,0.803742,-0.594981,0.420707,0.568323
12280,61.4,0,-0.843769,0.536709,-0.379503,-0.596627
12280,61.4,1,0.843769,-0.536709,0.379503,0.596627
12300,61.5,0,-0.879579,0.475755,-0.336403,-0.621948
12300,61.5,1,0.879579,-0.475755,0.336403,0.621948
12320,61.6,0,-0.910994,0.412423,-0.291621,-0.644161
12320,61.6,1,0.910994,-0.412423,0.291621,0.644161
12340,61.7,0,-0.937855,0.347029,-0.245382,-0.663155
12340,61.7,1,0.937855,-0.347029,0.245382,0.663155
12360,61.8,0,-0.960029,0.279902,-0.197916,-0.678834
12360,61.8,1,0.960029,-0.279902,0.197916,0.678834
12380,61.9,0,-0.977406,0.211375,-0.149462,-0.691121
12380,61.9,1,0.977406,-0.211375,0.149462,0.691121
12400,62,0,-0.989897,0.141793,-0.10026,-0.699954
12400,62,1,0.989897,-0.141793,0.10026,0.699954
12420,62.1,0,-0.997441,0.0715011,-0.0505572,-0.705288
12420,62.1,1,0.997441,-0.0715011,0.0505572,0.705288
12440,62.2,0,-1,0.00085224,-0.000601694,-0.707097
12440,62.2,1,1,-0.00085224,0.000601694,0.707097
12460,62.3,0,-0.997561,-0.0698009,0.0493568,-0.705373
12460,62.3,1,0.997561,0.0698009,-0.0493568,0.705373
12480,62.4,0,-0.990137,-0.140105,0.0990687,-0.700123
12480,62.4,1,0.990137,0.140105,-0.0990687,0.700123
12500,62.5,0,-0.977764,-0.209709,0.148285,-0.691375
12500,62.5,1,0.977764,0.209709,-0.148285,0.691375
12520,62.6,0,-0.960504,-0.278265,0.196761,-0.67917
12520,62.6,1,0.960504,0.278265,-0.196761,0.67917
12540,62.7,0,-0.938444,-0.34543,0.244253,-0.663572
12540,62.7,1,0.938444,0.34543,-0.244253,0.663572
12560,62.8,0,-0.911694,-0.410869,0.290525,-0.644657
12560,62.8,1,0.911694,0.410869,-0.290525,0.644657
12580,62.9,0,-0.880388,-0.474255,0.335344,-0.62252
12580,62.9,1,0.880388,0.474255,-0.335344,0.62252
12600,63,0,-0.844681,-0.53527,0.378488,-0.597272
12600,63,1,0.844681,0.53527,-0.378488,0.597272
12620,63.1,0,-0.804753,-0.59361,0.41974,-0.569039
12620,63.1,1,0.804753,0.59361,-0.41974,0.569039
12640,63.2,0,-0.760803,-0.648983,0.458894,-0.537962
12640,63.2,1,0.760803,0.648983,-0.458894,0.537962
12660,63.3,0,-0.71305,-0.701113,0.495755,-0.504197
12660,63.3,1,0.71305,0.701113,-0.495755,0.504197
12680,63.4,0,-0.661734,-0.749739,0.530138,-0.467911
12680,63.4,1,0.661734,0.749739,-0.530138,0.467911
12700,63.5,0,-0.607111,-0.794617,0.561871,-0.429287
12700,63.5,1,0.607111,0.794617,-0.561871,0.429287
12720,63.6,0,-0.549453,-0.835525,0.590797,-0.388518
12720,63.6,1,0.549453,0.835525,-0.590797,0.388518
12740,63.7,0,-0.48905,-0.872256,0.61677,-0.345807
12740,63.7,1,0.48905,0.872256,-0.61677,0.345807
12760,63.8,0,-0.426202,-0.904629,0.63966,-0.301367
12760,63.8,1,0.426202,0.904629,-0.63966,0.301367
12780,63.9,0,-0.361224,-0.93248,0.659353,-0.255422
12780,63.9,1,0.361224,0.93248,-0.659353,0.255422
12800,64,0,-0.294441,-0.955671,0.675751,-0.2082
12800,64,1,0.294441,0.955671,-0.675751,0.2082
12820,64.1,0,-0.226186,-0.974085,0.688772,-0.159937
12820,64.1,1,0.226186,0.974085,-0.688772,0.159937
12840,64.2,0,-0.156801,-0.987631,0.69835,-0.110875
12840,64.2,1,0.156801,0.987631,-0.69835,0.110875
12860,64.3,0,-0.0866323,-0.996242,0.704438,-0.0612589
12860,64.3,1,0.0866323,0.996242,-0.704438,0.0612589
12880,64.4,0,-0.0160305,-0.999873,0.707006,-0.0113367
12880,64.4,1,0.0160305,0.999873,-0.707006,0.0113367
12900,64.5,0,0.0546514,-0.998507,0.70604,0.0386422
12900,64.5,1,-0.0546514,0.998507,-0.70604,-0.0386422
12920,64.6,0,0.12506,-0.992151,0.701546,0.0884279
12920,64.6,1,-0.12506,0.992151,-0.701546,-0.0884279
12940,64.7,0,0.194844,-0.980836,0.693545,0.137772
12940,64.7,1,-0.194844,0.980836,-0.693545,-0.137772
12960,64.8,0,0.263654,-0.96462,0.682078,0.186427
12960,64.8,1,-0.263654,0.96462,-0.682078,-0.186427
12980,64.9,0,0.331146,-0.943582,0.667202,0.23415
12980,64.9,1,-0.331146,0.943582,-0.667202,-0.23415
13000,65,0,0.396983,-0.917828,0.648992,0.280704
13000,65,1,-0.396983,0.917828,-0.648992,-0.280704
13020,65.1,0,0.460837,-0.887488,0.627538,0.325854
13020,65.1,1,-0.460837,0.887488,-0.627538,-0.325854
13040,65.2,0,0.522387,-0.852712,0.602948,0.369376
13040,65.2,1,-0.522387,0.852712,-0.602948,-0.369376
13060,65.3,0,0.581326,-0.813674,0.575345,0.411051
13060,65.3,1,-0.581326,0.813674,-0.575345,-0.411051
13080,65.4,0,0.63736,-0.77057,0.544866,0.450673
13080,65.4,1,-0.63736,0.77057,-0.544866,-0.450673
13100,65.5,0,0.690209,-0.723614,0.511664,0.488042
13100,65.5,1,-0.690209,0.723614,-0.511664,-0.488042
13120,65.6,0,0.739608,-0.673043,0.475905,0.522972
13120,65.6,1,-0.739608,0.673043,-0.475905,-0.522972
13140,65.7,0,0.78531,-0.619107,0.437767,0.555288
13140,65.7,1,-0.78531,0.619107,-0.437767,-0.555288
13160,65.8,0,0.827088,-0.562077,0.397442,0.584829
13160,65.8,1,-0.827088,0.562077,-0.397442,-0.584829
13180,65.9,0,0.864733,-0.502239,0.35513,0.611447
13180,65.9,1,-0.864733,0.502239,-0.35513,-0.611447
13200,66,0,0.898055,-0.43989,0.311043,0.635009
13200,66,1,-0.898055,0.43989,-0.311043,-0.635009
13220,66.1,0,0.92689,-0.375342,0.265402,0.655398
13220,66.1,1,-0.92689,0.375342,-0.265402,-0.655398
13240,66.2,0,0.951092,-0.308919,0.218434,0.672511
13240,66.2,1,-0.951092,0.308919,-0.218434,-0.672511
13260,66.3,0,0.97054,-0.240952,0.170375,0.686263
13260,66.3,1,-0.97054,0.240952,-0.170375,-0.686263
13280,66.4,0,0.985138,-0.171781,0.121464,0.696585
13280,66.4,1,-0.985138,0.171781,-0.121464,-0.696585
13300,66.5,0,0.994813,-0.101751,0.0719464,0.703426
13300,66.5,1,-0.994813,0.101751,-0.0719464,-0.703426
13320,66.6,0,0.999516,-0.0312122,0.022069,0.706751
13320,66.6,1,-0.999516,0.0312122,-0.022069,-0.706751
13340,66.7,0,0.999223,0.0394822,-0.0279187,0.706545
13340,66.7,1,-0.999223,-0.0394822,0.0279187,-0.706545
13360,66.8,0,0.993937,0.109979,-0.0777669,0.702807
13360,66.8,1,-0.993937,-0.109979,0.0777669,-0.702807
13380,66.9,0,0.983683,0.179927,-0.127226,0.695556
13380,66.9,1,-0.983683,-0.179927,0.127226,-0.695556
13400,67,0,0.968512,0.248975,-0.17605,0.68483
13400,67,1,-0.968512,-0.248975,0.17605,-0.68483
13420,67.1,0,0.948502,0.316779,-0.223994,0.67068
13420,67.1,1,-0.948502,-0.316779,0.223994,-0.67068
13440,67.2,0,0.923751,0.383,-0.270818,0.653179
13440,67.2,1,-0.923751,-0.383,0.270818,-0.653179
13460,67.3,0,0.894383,0.447306,-0.316289,0.632413
13460,67.3,1,-0.894383,-0.447306,0.316289,-0.632413
13480,67.4,0,0.860546,0.509377,-0.36018,0.608487
13480,67.4,1,-0.860546,-0.509377,0.36018,-0.608487
13500,67.5,0,0.822407,0.568902,-0.40227,0.58152
13500,67.5,1,-0.822407,-0.568902,0.40227,-0.58152
