step,time,kinetic,potential,total,Px,Py
8950,17.9,0.262387,-0.286214,-0.023827,-2.0669e-05,2.0762e-05
9000,18,0.261074,-0.284903,-0.0238288,-2.03355e-05,1.6919e-05
9050,18.1,0.259398,-0.283229,-0.0238314,-1.96562e-05,1.55892e-05
9100,18.2,0.256345,-0.280176,-0.023831,-1.82435e-05,1.20004e-05
9150,18.3,0.252083,-0.275913,-0.0238295,-1.74622e-05,9.95549e-06
9200,18.4,0.246993,-0.270823,-0.0238309,-1.66188e-05,6.47234e-06
9250,18.5,0.242458,-0.266289,-0.0238313,-1.70458e-05,5.36481e-06
9300,18.6,0.238787,-0.26262,-0.0238328,-1.71015e-05,2.63156e-06
9350,18.7,0.235477,-0.259314,-0.0238367,-1.80503e-05,2.21606e-06
9400,18.8,0.232726,-0.256567,-0.0238414,-1.66108e-05,3.46673e-06
9450,18.9,0.230839,-0.254682,-0.0238436,-1.74541e-05,3.1008e-06
9500,19,0.230413,-0.254256,-0.0238439,-1.76517e-05,9.86711e-07
9550,19.1,0.231046,-0.254889,-0.0238432,-1.8196e-05,1.13264e-06
9600,19.2,0.23291,-0.256752,-0.0238427,-1.79923e-05,7.02099e-07
9650,19.3,0.235694,-0.259539,-0.0238448,-1.75622e-05,1.7159e-06
9700,19.4,0.239445,-0.263293,-0.0238488,-1.80672e-05,6.50043e-06
9750,19.5,0.243745,-0.267596,-0.0238509,-1.6898e-05,9.24716e-06
9800,19.6,0.247972,-0.271824,-0.0238519,-1.57349e-05,1.18614e-05
9850,19.7,0.252206,-0.276056,-0.0238496,-1.70741e-05,1.58307e-05
9900,19.8,0.256181,-0.280029,-0.0238477,-2.12608e-05,1.68257e-05
9950,19.9,0.259698,-0.283542,-0.0238438,-2.58881e-05,1.83896e-05
10000,20,0.263163,-0.287003,-0.0238393,-2.78773e-05,1.93745e-05
10050,20.1,0.265447,-0.289286,-0.0238388,-2.87815e-05,1.72892e-05
10100,20.2,0.266745,-0.290583,-0.023838,-2.65253e-05,1.42797e-05
10150,20.3,0.266526,-0.29036,-0.0238335,-2.52213e-05,1.18083e-05
10200,20.4,0.265116,-0.288942,-0.0238266,-2.16299e-05,1.21374e-05
10250,20.5,0.26351,-0.287338,-0.0238281,-2.25974e-05,1.22432e-05
10300,20.6,0.261549,-0.285382,-0.0238333,-1.99215e-05,8.66644e-06
10350,20.7,0.259428,-0.283262,-0.0238341,-1.77481e-05,3.91628e-06
10400,20.8,0.257203,-0.281037,-0.0238338,-1.44378e-05,2.42066e-06
10450,20.9,0.254742,-0.278576,-0.0238339,-1.12323e-05,2.83528e-06
10500,21,0.251575,-0.275412,-0.0238371,-1.10554e-05,-5.62656e-07
10550,21.1,0.248246,-0.272085,-0.0238388,-8.86696e-06,-1.98494e-06
10600,21.2,0.245038,-0.268874,-0.0238367,-7.27995e-06,-6.5997e-06
10650,21.3,0.242429,-0.266265,-0.0238358,-6.39312e-06,-1.11968e-05
10700,21.4,0.240379,-0.264214,-0.0238343,-3.12382e-06,-1.64472e-05
10750,21.5,0.238974,-0.262808,-0.0238343,2.22675e-06,-1.71987e-05
10800,21.6,0.2387,-0.262537,-0.0238365,4.26216e-06,-1.4953e-05
10850,21.7,0.239398,-0.263235,-0.0238369,6.14027e-06,-1.57386e-05
10900,21.8,0.240861,-0.264698,-0.0238372,8.73959e-06,-1.36227e-05
10950,21.9,0.242984,-0.266822,-0.0238381,1.05062e-05,-1.10264e-05
11000,22,0.245101,-0.268938,-0.0238373,9.50552e-06,-9.39357e-06
11050,22.1,0.246909,-0.270743,-0.0238335,7.91364e-06,-9.56466e-06
11100,22.2,0.248255,-0.272085,-0.0238298,7.96451e-06,-9.3354e-06
11150,22.3,0.249679,-0.273509,-0.0238306,1.25357e-05,-8.92924e-06
11200,22.4,0.25102,-0.274853,-0.0238327,1.23628e-05,-1.02498e-05
11250,22.5,0.252037,-0.275872,-0.0238346,1.12133e-05,-9.10016e-06
11300,22.6,0.252261,-0.276095,-0.0238343,1.05086e-05,-1.06542e-05
11350,22.7,0.252274,-0.276109,-0.0238353,1.06677e-05,-9.87539e-06
11400,22.8,0.252005,-0.275843,-0.0238385,9.93652e-06,-6.84643e-06
11450,22.9,0.250987,-0.274826,-0.0238387,5.99982e-06,-1.36297e-06
11500,23,0.249754,-0.27359,-0.0238369,2.10761e-06,-9.39873e-07
11550,23.1,0.248505,-0.272344,-0.0238395,1.09315e-07,-4.7133e-06
11600,23.2,0.247159,-0.270998,-0.0238394,-1.30522e-06,-6.41794e-06
11650,23.3,0.246384,-0.270225,-0.0238406,-6.84837e-07,-9.24417e-06
11700,23.4,0.245845,-0.269687,-0.0238413,-5.56684e-07,-1.24102e-05
11750,23.5,0.245138,-0.26898,-0.0238419,1.31204e-06,-1.3962e-05
11800,23.6,0.244495,-0.268337,-0.0238423,5.66697e-08,-1.34402e-05
11850,23.7,0.24332,-0.267163,-0.0238429,6.54956e-08,-1.06866e-05
11900,23.8,0.242156,-0.265996,-0.0238395,-5.7351e-07,-8.61718e-06
11950,23.9,0.241474,-0.265311,-0.0238373,-2.82535e-07,-7.77933e-06
12000,24,0.241765,-0.265603,-0.0238379,8.43629e-07,-5.96599e-06
12050,24.1,0.242375,-0.266212,-0.0238376,-6.95159e-08,-3.22858e-06
12100,24.2,0.243864,-0.267703,-0.0238385,-4.61183e-06,-2.46007e-06
12150,24.3,0.246599,-0.270438,-0.0238392,-1.12939e-05,-1.30946e-06
12200,24.4,0.249334,-0.273172,-0.0238383,-1.52385e-05,-2.79005e-06
12250,24.5,0.252079,-0.27592,-0.0238409,-1.65809e-05,-2.30507e-06
12300,24.6,0.254894,-0.278735,-0.0238409,-1.76268e-05,1.48418e-06
12350,24.7,0.257652,-0.281491,-0.0238385,-1.76016e-05,7.27641e-07
12400,24.8,0.259452,-0.283291,-0.0238381,-1.35335e-05,3.34845e-06
12450,24.9,0.260424,-0.284263,-0.0238384,-1.41163e-05,8.07339e-06
12500,25,0.260789,-0.284626,-0.0238375,-1.57362e-05,1.04392e-05
12550,25.1,0.26044,-0.284277,-0.023837,-1.50605e-05,1.2029e-05
